#separator:tab
#html:true
"<div><span class=""cloze"" data-cloze=""750"" data-ordinal=""1"">[#]</span> Watts are in 1 <span class=""cloze-inactive"" data-ordinal=""2"">horsepower</span>.<br></div>"	"<div><span class=""cloze"" data-ordinal=""1"">750</span> Watts are in 1 <span class=""cloze-inactive"" data-ordinal=""2"">horsepower</span>.<br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"Particles in <span class=""cloze"" data-cloze=""&lt;b&#x20;style&#x3D;&quot;&quot;&gt;longitudinal&lt;&#x2F;b&gt;"" data-ordinal=""1"">[transverse/longitudinal]</span> waves vibrate <span class=""cloze-inactive"" data-ordinal=""2""><u style="""">parallel</u></span> to the direction of motion."	"Particles in <span class=""cloze"" data-ordinal=""1""><b style="""">longitudinal</b></span> waves vibrate <span class=""cloze-inactive"" data-ordinal=""2""><u style="""">parallel</u></span> to the direction of motion.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""5c4472ee2a886351b52c512e10d9c5c4.png""></div>"
"Particles in <span class=""cloze-inactive"" data-ordinal=""1""><b style="""">longitudinal</b></span> waves vibrate <span class=""cloze"" data-cloze=""&lt;u&#x20;style&#x3D;&quot;&quot;&gt;parallel&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> to the direction of motion."	"Particles in <span class=""cloze-inactive"" data-ordinal=""1""><b style="""">longitudinal</b></span> waves vibrate <span class=""cloze"" data-ordinal=""2""><u style="""">parallel</u></span> to the direction of motion.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""5c4472ee2a886351b52c512e10d9c5c4.png""></div>"
"Sound waves are <span class=""cloze"" data-cloze=""&lt;i&gt;longitudinal&lt;&#x2F;i&gt;"" data-ordinal=""1"">[transverse/longitudinal]</span> waves."	"Sound waves are <span class=""cloze"" data-ordinal=""1""><i>longitudinal</i></span> waves.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""5c4472ee2a886351b52c512e10d9c5c4.png""></div>"
"Particles in <span class=""cloze"" data-cloze=""&lt;b&#x20;style&#x3D;&quot;&quot;&gt;transverse&lt;&#x2F;b&gt;"" data-ordinal=""1"">[transverse/longitudinal]</span>&nbsp;waves&nbsp;vibrate <span class=""cloze-inactive"" data-ordinal=""2""><u style="""">perpendicular</u></span> to the direction of motion."	"Particles in <span class=""cloze"" data-ordinal=""1""><b style="""">transverse</b></span>&nbsp;waves&nbsp;vibrate <span class=""cloze-inactive"" data-ordinal=""2""><u style="""">perpendicular</u></span> to the direction of motion.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""691210c1747c73cd0bd2cb2b41e3dcdb.png""></div>"
"Particles in <span class=""cloze-inactive"" data-ordinal=""1""><b style="""">transverse</b></span>&nbsp;waves&nbsp;vibrate <span class=""cloze"" data-cloze=""&lt;u&#x20;style&#x3D;&quot;&quot;&gt;perpendicular&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> to the direction of motion."	"Particles in <span class=""cloze-inactive"" data-ordinal=""1""><b style="""">transverse</b></span>&nbsp;waves&nbsp;vibrate <span class=""cloze"" data-ordinal=""2""><u style="""">perpendicular</u></span> to the direction of motion.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""691210c1747c73cd0bd2cb2b41e3dcdb.png""></div>"
"<div>What <b>wave equation</b> relates <i>velocity</i>, <i>frequency</i>, &amp; <i>wavelength </i>(<b>λ</b>)?</div><div><br></div><span class=""cloze"" data-cloze=""v&#x20;&#x3D;&#x20;fλ"" data-ordinal=""1"">[...]</span>"	"<div>What <b>wave equation</b> relates <i>velocity</i>, <i>frequency</i>, &amp; <i>wavelength </i>(<b>λ</b>)?</div><div><br></div><span class=""cloze"" data-ordinal=""1"">v = fλ</span>
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"
<div id=""io-header""></div>
<div id=""io-wrapper"">
  <div id=""io-overlay""><img src=""d3fe79a68c5047a98f51f10330498cfb-ao-1-Q.svg""></div>
  <div id=""io-original""><img src=""tmpwbrgwoeg.png""></div>
</div>
<div id=""io-footer""></div>

<script>
// Prevent original image from loading before mask
aFade = 50, qFade = 0;
var mask = document.querySelector('#io-overlay>img');
function loaded() {
    var original = document.querySelector('#io-original');
    original.style.visibility = ""visible"";
}
if (mask === null || mask.complete) {
    loaded();
} else {
    mask.addEventListener('load', loaded);
}
</script>

"	"
<div id=""io-header""></div>
<div id=""io-wrapper"">
  <div id=""io-overlay""><img src=""d3fe79a68c5047a98f51f10330498cfb-ao-1-A.svg""></div>
  <div id=""io-original""><img src=""tmpwbrgwoeg.png""></div>
</div>

<button id=""io-revl-btn"" onclick=""toggle();"">Toggle Masks</button>
<div id=""io-extra-wrapper"">
  <div id=""io-extra"">
    
    
    
    
  </div>
</div>

<script>
// Toggle answer mask on clicking the image
var toggle = function() {
  var amask = document.getElementById('io-overlay');
  if (amask.style.display === 'block' || amask.style.display === '')
    amask.style.display = 'none';
  else
    amask.style.display = 'block'
}

// Prevent original image from loading before mask
aFade = 50, qFade = 0;
var mask = document.querySelector('#io-overlay>img');
function loaded() {
    var original = document.querySelector('#io-original');
    original.style.visibility = ""visible"";
}
if (mask === null || mask.complete) {
    loaded();
} else {
    mask.addEventListener('load', loaded);
}
</script>

"
"
<div id=""io-header""></div>
<div id=""io-wrapper"">
  <div id=""io-overlay""><img src=""d3fe79a68c5047a98f51f10330498cfb-ao-2-Q.svg"" /></div>
  <div id=""io-original""><img src=""tmpwbrgwoeg.png"" /></div>
</div>
<div id=""io-footer""></div>

<script>
// Prevent original image from loading before mask
aFade = 50, qFade = 0;
var mask = document.querySelector('#io-overlay>img');
function loaded() {
    var original = document.querySelector('#io-original');
    original.style.visibility = ""visible"";
}
if (mask === null || mask.complete) {
    loaded();
} else {
    mask.addEventListener('load', loaded);
}
</script>

"	"
<div id=""io-header""></div>
<div id=""io-wrapper"">
  <div id=""io-overlay""><img src=""d3fe79a68c5047a98f51f10330498cfb-ao-2-A.svg"" /></div>
  <div id=""io-original""><img src=""tmpwbrgwoeg.png"" /></div>
</div>

<button id=""io-revl-btn"" onclick=""toggle();"">Toggle Masks</button>
<div id=""io-extra-wrapper"">
  <div id=""io-extra"">
    
    
    
    
  </div>
</div>

<script>
// Toggle answer mask on clicking the image
var toggle = function() {
  var amask = document.getElementById('io-overlay');
  if (amask.style.display === 'block' || amask.style.display === '')
    amask.style.display = 'none';
  else
    amask.style.display = 'block'
}

// Prevent original image from loading before mask
aFade = 50, qFade = 0;
var mask = document.querySelector('#io-overlay>img');
function loaded() {
    var original = document.querySelector('#io-original');
    original.style.visibility = ""visible"";
}
if (mask === null || mask.complete) {
    loaded();
} else {
    mask.addEventListener('load', loaded);
}
</script>

"
"<b style="""">Frequency (f)&nbsp;</b>is measured in <span class=""cloze"" data-cloze=""Hz"" data-ordinal=""1"">[units]</span>."	"<b style="""">Frequency (f)&nbsp;</b>is measured in <span class=""cloze"" data-ordinal=""1"">Hz</span>.
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"<div>What equation relates <i><b>frequency (f)</b>&nbsp;</i>&amp; <i><b>period (T)</b></i>?</div><div><br></div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;f6c09c88dab907cebb86ce9b7b26c3c6&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span>"	"<div>What equation relates <i><b>frequency (f)</b>&nbsp;</i>&amp; <i><b>period (T)</b></i>?</div><div><br></div><span class=""cloze"" data-ordinal=""1""><img src=""f6c09c88dab907cebb86ce9b7b26c3c6.png""></span>
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"<div>Equation for the <span class=""cloze-inactive"" data-ordinal=""2""><b>angular frequency&nbsp;(w)</b></span> of a wave:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;9565173e1707b77e6eeb98f619ceb086&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>"	"<div>Equation for the <span class=""cloze-inactive"" data-ordinal=""2""><b>angular frequency&nbsp;(w)</b></span> of a wave:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""9565173e1707b77e6eeb98f619ceb086.png""></span></div>
<hr>

<div style=""font-style:italic;color:gray;"">

w is measured in <b>radians/s</b>.</div>"
"The <span class=""cloze-inactive"" data-ordinal=""2""><u>electrons</u></span> in <span class=""cloze"" data-cloze=""&lt;b&gt;conductors&lt;&#x2F;b&gt;"" data-ordinal=""1"">[conductors/insulators]</span> <i>are</i> able to&nbsp;move around freely."	"The <span class=""cloze-inactive"" data-ordinal=""2""><u>electrons</u></span> in <span class=""cloze"" data-ordinal=""1""><b>conductors</b></span> <i>are</i> able to&nbsp;move around freely.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""ac54c5679225c29eacc62c99ebf73461.png""></div>"
"The <span class=""cloze"" data-cloze=""&lt;u&gt;electrons&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> in <span class=""cloze-inactive"" data-ordinal=""1""><b>conductors</b></span> <i>are</i> able to&nbsp;move around freely."	"The <span class=""cloze"" data-ordinal=""2""><u>electrons</u></span> in <span class=""cloze-inactive"" data-ordinal=""1""><b>conductors</b></span> <i>are</i> able to&nbsp;move around freely.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""ac54c5679225c29eacc62c99ebf73461.png""></div>"
"The <u>electrons</u>&nbsp;in <span class=""cloze"" data-cloze=""&lt;b&gt;insulators&lt;&#x2F;b&gt;"" data-ordinal=""1"">[conductors/insulators]</span> are <i>unable</i> to move."	"The <u>electrons</u>&nbsp;in <span class=""cloze"" data-ordinal=""1""><b>insulators</b></span> are <i>unable</i> to move.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""paste-7715fe9f2a49e10afc1e8437facef1bbbb401d30.jpg""></div>"
"If an <i>electric field</i> was applied to an <b>insulator</b>, what would happen?<div><br></div><div><span class=""cloze"" data-cloze=""Atom&#x27;s&#x20;&lt;b&gt;&lt;i&gt;&lt;u&gt;protons&#x20;would&#x20;shift&#x20;over&#x20;to&#x20;one&#x20;side&lt;&#x2F;u&gt;&lt;&#x2F;i&gt;&lt;&#x2F;b&gt;&#x20;&#x2D;&#x20;creating&#x20;a&#x20;&lt;u&gt;partial&#x20;positive&lt;&#x2F;u&gt;&#x20;&amp;amp&#x3B;&#x20;&lt;u&gt;partial&#x20;negative&lt;&#x2F;u&gt;&#x2E;"" data-ordinal=""1"">[...]</span></div>"	"If an <i>electric field</i> was applied to an <b>insulator</b>, what would happen?<div><br></div><div><span class=""cloze"" data-ordinal=""1"">Atom's <b><i><u>protons would shift over to one side</u></i></b> - creating a <u>partial positive</u> &amp; <u>partial negative</u>.</span></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""e0b4b12330a5da8e4c9e3aa747f9ce20.png""></div>"
"<div>When <span class=""cloze"" data-cloze=""&lt;b&gt;conductors&lt;&#x2F;b&gt;"" data-ordinal=""1"">[conductors/insulators]</span> are given a charge, its <span class=""cloze-inactive"" data-ordinal=""2"">electrons spread out&nbsp;<i>evenly</i> on its surface</span>.<br></div>"	"<div>When <span class=""cloze"" data-ordinal=""1""><b>conductors</b></span> are given a charge, its <span class=""cloze-inactive"" data-ordinal=""2"">electrons spread out&nbsp;<i>evenly</i> on its surface</span>.<br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""paste-79519ba3e56b58c51df97d42bb79e10635542ff4.jpg""></div>"
"<div>When <span class=""cloze-inactive"" data-ordinal=""1""><b>conductors</b></span> are given a charge, its <span class=""cloze"" data-cloze=""electrons&#x20;spread&#x20;out&amp;nbsp&#x3B;&lt;i&gt;evenly&lt;&#x2F;i&gt;&#x20;on&#x20;its&#x20;surface"" data-ordinal=""2"">[...]</span>.<br></div>"	"<div>When <span class=""cloze-inactive"" data-ordinal=""1""><b>conductors</b></span> are given a charge, its <span class=""cloze"" data-ordinal=""2"">electrons spread out&nbsp;<i>evenly</i> on its surface</span>.<br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""paste-79519ba3e56b58c51df97d42bb79e10635542ff4.jpg""></div>"
"<div>Equation for the <span class=""cloze-inactive"" data-ordinal=""2""><b>dipole moment</b></span> produced by two charges:<br></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;274502475240d334c65296d8b0125da9&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span><br></div>"	"<div>Equation for the <span class=""cloze-inactive"" data-ordinal=""2""><b>dipole moment</b></span> produced by two charges:<br></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""274502475240d334c65296d8b0125da9.png""></span><br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>-&nbsp;<b>p</b> = dipole moment; <b>q</b> = charge magnitude (C); <b>d</b> = distance between two points (vector).</div><div><br></div><div><img src=""paste-f0fcdf808ad6b93d3afe966ec9e57dd0f1534cd4.jpg""><br></div></div>"
"<div>Equation for the <span class=""cloze"" data-cloze=""&lt;b&gt;dipole&#x20;moment&lt;&#x2F;b&gt;"" data-ordinal=""2"">[...]</span> produced by two charges:<br></div><div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1""><img src=""274502475240d334c65296d8b0125da9.png""></span><br></div>"	"<div>Equation for the <span class=""cloze"" data-ordinal=""2""><b>dipole moment</b></span> produced by two charges:<br></div><div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1""><img src=""274502475240d334c65296d8b0125da9.png""></span><br></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div>-&nbsp;<b>p</b> = dipole moment; <b>q</b> = charge magnitude (C); <b>d</b> = distance between two points (vector).</div><div><br></div><div><img src=""paste-f0fcdf808ad6b93d3afe966ec9e57dd0f1534cd4.jpg""><br></div></div>"
"Electrically <i>neutral </i>materials like plastic can <i>become</i> <u>charged</u> with excessive <span class=""cloze"" data-cloze=""&lt;b&gt;friction&lt;&#x2F;b&gt;"" data-ordinal=""1"">[...]</span>."	"Electrically <i>neutral </i>materials like plastic can <i>become</i> <u>charged</u> with excessive <span class=""cloze"" data-ordinal=""1""><b>friction</b></span>.
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""main-qimg-8363ca3184f9c1cab73eca490841f464.webp""></div>"
"The mass of an <span class=""cloze-inactive"" data-ordinal=""2"">electron</span> is <span class=""cloze"" data-cloze=""9&#x2E;11&#x20;x&#x20;10&lt;sup&gt;&#x2D;31&lt;&#x2F;sup&gt;"" data-ordinal=""1"">[...]</span>&nbsp;kg."	"The mass of an <span class=""cloze-inactive"" data-ordinal=""2"">electron</span> is <span class=""cloze"" data-ordinal=""1"">9.11 x 10<sup>-31</sup></span>&nbsp;kg.
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"The mass of an <span class=""cloze"" data-cloze=""electron"" data-ordinal=""2"">[proton/electron]</span> is <span class=""cloze-inactive"" data-ordinal=""1"">9.11 x 10<sup>-31</sup></span>&nbsp;kg."	"The mass of an <span class=""cloze"" data-ordinal=""2"">electron</span> is <span class=""cloze-inactive"" data-ordinal=""1"">9.11 x 10<sup>-31</sup></span>&nbsp;kg.
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"The mass of a <span class=""cloze-inactive"" data-ordinal=""2"">proton</span> is <span class=""cloze"" data-cloze=""1&#x2E;7&#x20;x&#x20;10&lt;sup&gt;&#x2D;27&lt;&#x2F;sup&gt;"" data-ordinal=""1"">[...]</span>&nbsp;kg."	"The mass of a <span class=""cloze-inactive"" data-ordinal=""2"">proton</span> is <span class=""cloze"" data-ordinal=""1"">1.7 x 10<sup>-27</sup></span>&nbsp;kg.
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"The mass of a <span class=""cloze"" data-cloze=""proton"" data-ordinal=""2"">[proton/electron]</span> is <span class=""cloze-inactive"" data-ordinal=""1"">1.7 x 10<sup>-27</sup></span>&nbsp;kg."	"The mass of a <span class=""cloze"" data-ordinal=""2"">proton</span> is <span class=""cloze-inactive"" data-ordinal=""1"">1.7 x 10<sup>-27</sup></span>&nbsp;kg.
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"<span class=""cloze"" data-cloze=""Charge&#x20;conservation"" data-ordinal=""1"">[...]</span> says that electric charge <i>cannot </i>be created or destroyed - only <i>transferred </i>from one object to another."	"<span class=""cloze"" data-ordinal=""1"">Charge conservation</span> says that electric charge <i>cannot </i>be created or destroyed - only <i>transferred </i>from one object to another.
<hr>

<div style=""font-style:italic;color:gray;"">

</div>"
"<div>Equation for <span class=""cloze-inactive"" data-ordinal=""2""><b>Coulomb's Law</b></span>:</div><div><br></div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;paste&#x2D;5685e0071e19369a04b56e0338f13b1a8626b2c6&#x2E;jpg&quot;&gt;"" data-ordinal=""1"">[...]</span><br>"	"<div>Equation for <span class=""cloze-inactive"" data-ordinal=""2""><b>Coulomb's Law</b></span>:</div><div><br></div><span class=""cloze"" data-ordinal=""1""><img src=""paste-5685e0071e19369a04b56e0338f13b1a8626b2c6.jpg""></span><br>
<hr>

<div style=""font-style:italic;color:gray;"">

<b>k</b> = 9 x 10<sup>9</sup>.<div><br></div><div><img src=""paste-fbe4b6f51889f121e99debbb9995f2c5fe599be8.jpg""><br></div></div>"
"<div>The <u>SI unit</u> for <b><i>charge</i></b> is a <span class=""cloze"" data-cloze=""Coulomb&#x20;&#x28;C&#x29;"" data-ordinal=""1"">[...]</span>.</div>"	"<div>The <u>SI unit</u> for <b><i>charge</i></b> is a <span class=""cloze"" data-ordinal=""1"">Coulomb (C)</span>.</div>
<hr>

<div style=""font-style:italic;color:gray;"">

<img src=""7f3cda65ca179bfd14e041684f8f2dca.png""></div>"
"In electrostatics, <i>attractive </i>forces have <span class=""cloze"" data-cloze=""negative"" data-ordinal=""1"">[+/-]</span> signs."	"In electrostatics, <i>attractive </i>forces have <span class=""cloze"" data-ordinal=""1"">negative</span> signs.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>(+) and (-) multiply to give a negative value</div><div><br></div><div><img src=""7f3cda65ca179bfd14e041684f8f2dca.png""><br></div><div><br></div><img src=""ba672e6cb7f4e9503f95faa93a1bf04c.png""></div>"
"In electrostatics, <i>repulsive&nbsp;</i>forces have <span class=""cloze"" data-cloze=""positive"" data-ordinal=""1"">[+/-]</span> signs."	"In electrostatics, <i>repulsive&nbsp;</i>forces have <span class=""cloze"" data-ordinal=""1"">positive</span> signs.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>(+) and (+) give positive signs</div><div>(-) and (-) give positive signs</div><div><br></div><div><img src=""7f3cda65ca179bfd14e041684f8f2dca.png""><br></div><div><br></div><img src=""ba672e6cb7f4e9503f95faa93a1bf04c.png""></div>"
"<i>Ratio </i>between <b><u>electric&nbsp;force</u></b> &amp; <u style=""font-weight: bold;"">radius</u>&nbsp;using Coulomb's Law:<div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;447bc0452afc42b58e1bb4346acf7f96&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>"	"<i>Ratio </i>between <b><u>electric&nbsp;force</u></b> &amp; <u style=""font-weight: bold;"">radius</u>&nbsp;using Coulomb's Law:<div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""447bc0452afc42b58e1bb4346acf7f96.png""></span></div>
<hr>

<div style=""font-style:italic;color:gray;"">

<div><b>F = k(q<sub>1</sub>q<sub>2</sub>/r<sup>2</sup>)</b></div><div>k = 9 * 10<sup>9</sup></div><div><br></div><img src=""b9a6ac0bd39a2721c4c62ddbd2e529e1.png""></div>"
"If some voltage was applied to a neutral wire, the <u>net charge</u> would <span class=""cloze"" data-cloze=""&lt;i&gt;remain&lt;&#x2F;i&gt;&#x20;netural"" data-ordinal=""1"">[...]</span>."	"If some voltage was applied to a neutral wire, the <u>net charge</u> would <span class=""cloze"" data-ordinal=""1""><i>remain</i> netural</span>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>A <i>partial positive/negative</i> charge would be established though.</div><div><br></div><div><img src=""mOeaj4M-QM9ym6ZycpEkWBOhu89p35RQw10LocWF0N54qRgQNKUibk5PNsxDR1b8jGdRXM9PHhTE-TN8ivYJ3DodTqN72HsZM1PaOPOKZ8pwNw""><br></div></div>"
